Dataset,Explicador,Fidelity,Fidelity Std,Min Fidelity,Max Fidelity
DBLP,AttentionFeatures,-7.075071334838866e-06,2.1056019933838058e-05,-0.00024127960205078125,7.599592208862305e-05
DBLP,IntegratedGradients,0.00012642145156860352,0.0003202702737918776,-0.00020956993103027344,0.002348184585571289
DBLP,Saliency,4.707773526509603e-05,0.00014745495979151668,-0.0002365708351135254,0.0015607476234436035
