Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
CiteSeer,GCN,GNNExplainer,2880.0,0.24401449163754782,0.10481537597454005,0.09701472520828247,0.33402788639068604
CiteSeer,GAT,GNNExplainer,2222.0,0.0014089544614156087,0.0004205539862561275,0.0008770227432250977,0.0019053220748901367
CiteSeer,GAT,GNNExplainer,314.0,0.00012465318044026694,5.522801264244981e-05,6.222724914550781e-05,0.0001965165138244629
CiteSeer,GAT,GNNExplainer,51.0,0.0014545321464538574,0.0009824762542594105,0.0002728104591369629,0.0026782751083374023
CiteSeer,GAT,GNNExplainer,2557.0,0.004137734572092692,0.003873762952881312,0.00011670589447021484,0.00937044620513916
CiteSeer,GAT,GNNExplainer,893.0,0.5225067983071009,0.1625184802827101,0.3020704984664917,0.689065545797348
CiteSeer,GAT,GNNExplainer,775.0,0.17916757861773172,0.13653426952356712,0.026495933532714844,0.3578798472881317
CiteSeer,GAT,GNNExplainer,695.0,0.22938921054204306,0.14579219361085874,0.03040546178817749,0.37564802169799805
CiteSeer,GAT,GNNExplainer,414.0,0.0069975654284159345,0.002950841637477449,0.0034630298614501953,0.010686159133911133
CiteSeer,GAT,GNNExplainer,2541.0,0.04095578193664551,0.03388271552997328,0.012485384941101074,0.08856964111328125
CiteSeer,GAT,GNNExplainer,289.0,0.0007003347078959147,0.00018210240542837613,0.0005550980567932129,0.0009571313858032227
CiteSeer,GAT,GNNExplainer,2336.0,0.6596569319566091,0.14699954757283298,0.45836007595062256,0.805282935500145
CiteSeer,GAT,GNNExplainer,2551.0,0.004965066909790039,0.002104696498725064,0.0032446980476379395,0.007928788661956787
CiteSeer,GAT,GNNExplainer,3080.0,0.005585968494415283,0.0040860684332444126,0.0016870498657226562,0.01122903823852539
CiteSeer,GAT,GNNExplainer,1870.0,0.2716286778450012,0.16342235456692167,0.0855528712272644,0.4833769202232361
CiteSeer,GAT,GNNExplainer,227.0,0.014058371384938559,0.007319144537478675,0.006161332130432129,0.02380192279815674
CiteSeer,GAT,GNNExplainer,2036.0,0.6935389029483,0.0753405084915347,0.6184880137443542,0.7965609990060329
CiteSeer,GAT,GNNExplainer,1420.0,0.5667700469493866,0.11278862813245812,0.4687345623970032,0.724754273891449
CiteSeer,GAT,GNNExplainer,65.0,0.0037729541460673013,0.002826614473325825,0.0015638470649719238,0.007762730121612549
CiteSeer,GAT,GNNExplainer,61.0,0.010959088802337646,0.01368350167558623,2.193450927734375e-05,0.030253052711486816
