Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
CiteSeer,GAT,GNNExplainer,2417.0,0.000387112299601237,0.0001975957433702146,0.00011080503463745117,0.0005614161491394043
CiteSeer,GAT,GNNExplainer,3010.0,0.015822966893513996,0.020106632502889417,0.0005235671997070312,0.044229865074157715
CiteSeer,GAT,GNNExplainer,3078.0,0.027835845947265625,0.012878962922997027,0.013959407806396484,0.04499095678329468
CiteSeer,GAT,GNNExplainer,3235.0,0.28161650399367016,0.028404986862591484,0.25201883912086487,0.3199365735054016
CiteSeer,GAT,GNNExplainer,2875.0,0.0030872225761413574,0.001462548426748496,0.0013826489448547363,0.004954099655151367
CiteSeer,GAT,GNNExplainer,2401.0,0.3590823883811633,0.04586000260999866,0.29718445986509323,0.40680021047592163
CiteSeer,GAT,GNNExplainer,2921.0,0.0034685730934143066,0.0022463243784447153,0.0003496408462524414,0.005550682544708252
CiteSeer,GAT,GNNExplainer,2748.0,0.21928012371063232,0.20793897844038248,0.007897913455963135,0.5020195245742798
CiteSeer,GAT,GNNExplainer,2344.0,0.1146902044614156,0.13100676843876674,0.0038602352142333984,0.29868084192276
CiteSeer,GAT,GNNExplainer,2342.0,0.003713071346282959,0.0030347470340870066,0.0006659626960754395,0.007854044437408447
CiteSeer,GAT,GNNExplainer,2408.0,0.3811979393164317,0.17279006093804639,0.1371639370918274,0.5141767859458923
CiteSeer,GraphSAGE,GNNExplainer,2972.0,0.3133184512456258,0.04507077067831889,0.27543652057647705,0.37665289640426636
CiteSeer,GraphSAGE,GNNExplainer,2427.0,0.3064156969388326,0.01973674499716607,0.2887694239616394,0.33396756649017334
CiteSeer,GraphSAGE,GNNExplainer,2337.0,0.3216637223958969,0.14835153531733372,0.1365933120250702,0.499779149889946
CiteSeer,GraphSAGE,GNNExplainer,3079.0,0.051300247510274254,0.02137222487027056,0.03292757272720337,0.08127099275588989
CiteSeer,GraphSAGE,GNNExplainer,2596.0,0.1270970106124878,0.014127663294912015,0.10894173383712769,0.14339792728424072
CiteSeer,GraphSAGE,GNNExplainer,2565.0,0.317985733350118,0.08723525464668146,0.1946960687637329,0.3834683299064636
CiteSeer,GraphSAGE,GNNExplainer,2542.0,0.07541823387145996,0.03002651758805458,0.037552595138549805,0.110995352268219
CiteSeer,GraphSAGE,GNNExplainer,2455.0,0.0807912548383077,0.015380424693936185,0.05919933319091797,0.09386271238327026
CiteSeer,GraphSAGE,GNNExplainer,3074.0,0.023687223593393963,0.007771920313711905,0.016643404960632324,0.03451615571975708
CiteSeer,GraphSAGE,GNNExplainer,2417.0,0.06640452146530151,0.0016595197201041399,0.0646175742149353,0.0686156153678894
CiteSeer,GraphSAGE,GNNExplainer,3010.0,0.028140942255655926,0.015997571988385827,0.012372374534606934,0.05007505416870117
CiteSeer,GraphSAGE,GNNExplainer,3078.0,0.02072294553120931,0.0037765564617475936,0.016132473945617676,0.02538233995437622
CiteSeer,GraphSAGE,GNNExplainer,3235.0,0.22325816253821054,0.07074036151106719,0.1683502495288849,0.32313545048236847
CiteSeer,GraphSAGE,GNNExplainer,2875.0,0.0381577213605245,0.008843562870084724,0.03086334466934204,0.05060303211212158
CiteSeer,GraphSAGE,GNNExplainer,2401.0,0.29080216338237125,0.033748508156975,0.26688458770513535,0.33852972090244293
CiteSeer,GraphSAGE,GNNExplainer,2921.0,0.04099975029627482,0.03407046579790868,0.0076444149017333984,0.08778989315032959
CiteSeer,GraphSAGE,GNNExplainer,2748.0,0.12371259927749634,0.007720384791794925,0.11465346813201904,0.1335200071334839
CiteSeer,GraphSAGE,GNNExplainer,2344.0,0.2911596894264221,0.05564217002288256,0.24756109714508057,0.3696903586387634
CiteSeer,GraphSAGE,GNNExplainer,2342.0,0.024724523226420086,0.014401995762941676,0.014440178871154785,0.04509168863296509
CiteSeer,GraphSAGE,GNNExplainer,2408.0,0.5848348091046015,0.002021003590831558,0.5823801606893539,0.587330088019371
PubMed,GCN,GNNExplainer,19371.0,0.08513426780700684,0.043689155567563795,0.02526545524597168,0.1282939314842224
